Episode: 1: [-9.999908e-05 -9.999906e-05  9.999920e-05] 
Episode: 4331: [-0.07455569 -0.0703095   0.07597511] 
Episode: 4341: [-0.07469942 -0.07044098  0.07613953] 
Episode: 4351: [-0.07483865 -0.070549    0.07628675] 
Episode: 4361: [-0.07495714 -0.0706875   0.07644106] 
Episode: 4371: [-0.07510053 -0.07079343  0.07658934] 
Episode: 4381: [-0.07524145 -0.07085752  0.0767101 ] 
Episode: 4391: [-0.07533991 -0.07090452  0.07679587] 
Episode: 4401: [-0.07541613 -0.07090956  0.0768427 ] 
Episode: 4411: [-0.07551272 -0.0708999   0.076892  ] 
Episode: 4421: [-0.07562903 -0.07094271  0.07698534] 
Episode: 4431: [-0.07574197 -0.07102075  0.07709874] 
Episode: 4441: [-0.07583023 -0.07108129  0.07718707] 
Episode: 4451: [-0.07585345 -0.07107049  0.07719362] 
Episode: 4461: [-0.07589675 -0.07108187  0.07722551] 
Episode: 4471: [-0.07592202 -0.07105808  0.07722511] 
